"","Binomial","Freq","sorted_lambdas"
"1970","Lontra_canadensis",12,1
"1971","Lontra_canadensis",12,NA
"1972","Lontra_canadensis",12,NA
"1973","Lontra_canadensis",12,NA
"1974","Lontra_canadensis",12,NA
"1975","Lontra_canadensis",12,NA
"1976","Lontra_canadensis",12,NA
"1977","Lontra_canadensis",12,NA
"1978","Lontra_canadensis",12,NA
"1979","Lontra_canadensis",12,NA
"1980","Lontra_canadensis",12,NA
"1981","Lontra_canadensis",12,NA
"1982","Lontra_canadensis",12,NA
"1983","Lontra_canadensis",12,NA
"1984","Lontra_canadensis",12,NA
"1985","Lontra_canadensis",12,NA
"1986","Lontra_canadensis",12,NA
"1987","Lontra_canadensis",12,NA
"1988","Lontra_canadensis",12,NA
"1989","Lontra_canadensis",12,NA
"1990","Lontra_canadensis",12,NA
"1991","Lontra_canadensis",12,NA
"1992","Lontra_canadensis",12,NA
"1993","Lontra_canadensis",12,NA
"1994","Lontra_canadensis",12,NA
"1995","Lontra_canadensis",12,NA
"1996","Lontra_canadensis",12,NA
"1997","Lontra_canadensis",12,NA
"1998","Lontra_canadensis",12,NA
"1999","Lontra_canadensis",12,NA
"2000","Lontra_canadensis",12,NA
"2001","Lontra_canadensis",12,0.00700406637554596
"2002","Lontra_canadensis",12,0.00700406637554618
"2003","Lontra_canadensis",12,0.00700406637554596
"2004","Lontra_canadensis",12,0.00700406637554596
"2005","Lontra_canadensis",12,0.0070040663755464
"2006","Lontra_canadensis",12,0.00700406637554596
"2007","Lontra_canadensis",12,0.00700406637554596
"2008","Lontra_canadensis",12,0.00700406637554596
"2009","Lontra_canadensis",12,0.00700406637554618
"2010","Lontra_canadensis",12,0.00700406637554618
"2011","Lontra_canadensis",12,0.00700406637554596
"2012","Lontra_canadensis",12,0.00700406637554596
"2013","Lontra_canadensis",12,0.00700406637554618
"2014","Lontra_canadensis",12,0.00700406637554618
"2015","Lontra_canadensis",12,0.00700406637554596
"2016","Lontra_canadensis",12,0.00700406637554596
"2017","Lontra_canadensis",12,0.00700406637554618
"2018","Lontra_canadensis",12,0.00700406637554596
